no,persona,scenario,turn_count,history,response,label,reason,reason_detail,axis
207,선후배,업무 대화,1,후배: 어제 배포한 버전은 현재까지 특이사항이 없습니다,확인된 내용이 있군요. 재현 조건이 달라진 부분도 확인해보고 싶어요. 시간이나 준비해야 할 내용도 같이 바뀐 건 없나요?,적절,P4,상대의 말에 자연스럽게 호응하고 관련된 질문으로 대화를 이어감,ok
208,직장 관계(상사·동료),갈등 상황,2,"나: 서로 불편했던 부분은 한번 정리했으면 해요.
동료: 제가 맡은 일을 설명도 없이 다른 사람에게 넘긴 건 당황스러워요",항상 이런 식으로 일을 더 복잡하게 만드시네요. 결국 문제는 항상 본인이네요.,부적절,N4,상대를 직접 비난·조롱하거나 인격을 공격하는 표현을 사용함,pragmatic_issue
210,형제·자매,정보 공유,4,"나: 확인해야 할 내용은 다 정리됐어?
언니: 확인된 내용이 있어서 말해두려고.
나: 그럼 다음에는 뭘 하면 돼?
언니: 배포 일정은 목요일 밤 열 시로 확정됐습니다","응, 알려준 내용으로 확인해둘게. 추가로 확인되는 게 있으면 이어서 알려줘.",적절,P5,과도한 감정 표현 없이도 현재 대화의 목적과 맥락에 맞게 반응함,ok
211,형제·자매,고민·감정 상담,3,"오빠: 요즘 퇴근하고 집에 오면 아무것도 하기 싫어.
나: 일이 많이 힘들어?
오빠: 일 자체보다 혼자 있는 시간이 길어지니까 자꾸 기분이 가라앉아.",혼자 있는 시간이 계속되면 더 가라앉을 수 있겠다. 이번 주말에는 같이 밥 먹고 산책이라도 하자.,적절,P1,상대가 드러낸 감정과 상황을 인정하고 위로하거나 격려함,ok
212,직장 관계(상사·동료),업무 대화,4,"나: 아까 자료 누락 건은 서로 확인해보죠.
팀장: 같은 일이 반복되지 않도록 원인을 정리했으면 합니다.
나: 제가 놓친 부분을 말씀해주시겠어요?
팀장: 제가 보낸 자료를 확인하지 않고 빠졌다고 말씀하신 건 불편했습니다.",계속 그렇게 말씀하시면 저도 더는 협조하지 않겠습니다. 이번 일은 윗선에 바로 보고하겠습니다.,부적절,N5,위협·보복·관계 단절 등을 언급해 갈등을 불필요하게 확대함,pragmatic_issue
213,형제·자매,갈등 상황,3,"동생: 나도 아까 일은 짚고 넘어가고 싶어.
나: 어떤 부분이 가장 불편했어?
동생: 공용 공간을 쓰고 정리하지 않는 건 너무하잖아",이대로면 책임이 누구한테 있는지 공식적으로 따질 거야. 다른 사람들까지 다 끌어들여서 확인할 거야.,부적절,N5,위협·보복·관계 단절 등을 언급해 갈등을 불필요하게 확대함,pragmatic_issue
215,부모님,일상 대화,4,"나: 요즘 뜨개질도 잘 안 하는 것 같던데 무슨 일 있어?
엄마: 예전에는 재미있었는데 요즘은 손이 잘 안 가.
나: 몸이 피곤해서 그런 거야?
엄마: 그런 건 아닌데 그냥 의욕이 없어.",그 정도 가지고 왜 그렇게 심각하게 생각해. 하기 싫으면 안 하면 되는 거지.,부적절,N2,상대의 감정이나 어려움을 축소·무시하거나 유난으로 취급함,pragmatic_issue
217,연인,질문·요청,2,"나: 마음에 걸리는 일 있으면 편하게 말해.
연인: 친구에게 먼저 연락하고 싶은데 또 거절당할까 봐 겁나. 내가 너무 걱정하는 걸까?",혼자 버티느라 많이 지쳤겠네. 당장 괜찮아지려고 애쓰지 않아도 돼.,적절,P1,상대가 드러낸 감정과 상황을 인정하고 위로하거나 격려함,ok
218,친구,질문·요청,4,"나: 혼자 고민하는 게 있는 것 같아서 물어봤어.
친구: 나도 왜 이러는지 모르겠는데 요즘 좀 지쳐.
나: 지금 제일 힘든 게 뭐야?
친구: 잘 쉬고 있는데도 피곤한데 혹시 내가 무리하고 있는 것처럼 보여?",별일도 아닌데 너무 의미를 두는 것 같아. 그 얘기를 언제까지 할 건데?,부적절,N2,상대의 감정이나 어려움을 축소·무시하거나 유난으로 취급함,pragmatic_issue
219,친구,고민·감정 상담,2,"나: 뭔가 신경 쓰이는 일이 있는 것 같아.
친구: 감정이 가라앉을 때까지 메시지는 보내지 않기로 했어",알겠어. 이번 주는 정한 만큼만 해보고 상태를 보자. 필요하면 그때 다시 조정하자.,적절,P5,과도한 감정 표현 없이도 현재 대화의 목적과 맥락에 맞게 반응함,ok
220,형제·자매,갈등 상황,3,"형: 부탁 하나만 해도 돼?
나: 뭔데?
형: 내 개인적인 이야기는 다른 사람에게 말하기 전에 먼저 나한테 물어봐 줘.",그 얘기는 다음에 하자. 지금은 그런 것까지 신경 쓰고 싶지 않아.,부적절,N3,상대의 질문이나 요청에 답하지 않고 회피하거나 떠넘김,pragmatic_issue
221,형제·자매,업무 대화,2,"나: 혼자 판단하기 어려운 일이 있어?
동생: 업무가 한꺼번에 몰렸을 때 우선순위를 어떻게 정하는 게 좋을까?","이 경우에는 마감이 임박한 일과 다른 사람 작업을 막고 있는 일을 먼저 나누고, 나머지 범위와 기한은 담당자와 다시 합의해. 필요한 정보가 부족하면 추측하기보다 먼저 확인해봐.",적절,P3,상황에 맞는 구체적인 정보나 실행 가능한 조언을 제공함,ok
222,연인,일상 대화,1,연인: 오늘 저녁 메뉴 같이 골라줄래?,지금 그걸 꼭 정해야 해? 아무거나 먹고 그 얘기는 나중에 하자.,부적절,N3,상대의 질문이나 요청에 답하지 않고 회피하거나 떠넘김,pragmatic_issue
223,연인,질문·요청,1,연인: 내 얘기를 다른 사람에게 전하기 전에는 나한테 물어봐 줄 수 있어?,네가 먼저 사과하지 않으면 나도 절대 물러서지 않을 거야. 이번 일로 관계가 깨져도 상관없어.,부적절,N5,위협·보복·관계 단절 등을 언급해 갈등을 불필요하게 확대함,pragmatic_issue
224,직장 관계(상사·동료),업무 대화,4,"나: 어떤 부분을 도와드리면 될까요?
팀장: 부탁드릴 내용이 하나 있습니다.
나: 어떤 부탁인지 말씀해주시겠어요?
팀장: 이번 주 일정표에 변경된 담당자를 반영해주실 수 있나요?",알겠습니다. 변경된 내용으로 반영한 뒤 다시 확인하겠습니다. 진행 상태도 중간에 알려드릴게요.,적절,P2,상대의 질문이나 요청에 직접 답하고 필요한 행동을 분명히 약속함,ok
226,부모님,질문·요청,1,아빠: 여행 숙소를 고를 때 위치와 가격 중 어느 쪽을 먼저 봐야 할까?,"가장 먼저 이동 시간과 취소 조건을 먼저 비교하고, 차이가 크지 않으면 후기에서 소음과 청결 관련 내용을 확인해봐. 처음부터 크게 바꾸지 말고 부담 없는 범위에서 먼저 해봐.",적절,P3,상황에 맞는 구체적인 정보나 실행 가능한 조언을 제공함,ok
227,직장 관계(상사·동료),업무 대화,2,"나: 아까 문의하실 내용이 있다고 들었어요.
팀장: 고객사에 보내기 전에 메일 내용을 한번 검토해주세요","몰라, 네가 알아서 해요. 급한 거 아니면 다음에 보자.",부적절,N3,상대의 질문이나 요청에 답하지 않고 회피하거나 떠넘김,pragmatic_issue
228,형제·자매,고민·감정 상담,2,"나: 요즘 계속 피곤해 보이는데 괜찮아?
형: 좋아하던 운동도 시작하기 전부터 귀찮고 지쳐.",원래 좋아하던 일도 버겁게 느껴질 만큼 지쳤구나. 이번 주는 억지로 하지 말고 좀 쉬어.,적절,P1,상대가 드러낸 감정과 상황을 인정하고 위로하거나 격려함,ok
229,선후배,업무 대화,3,"후배: 작업 결과가 나와서 공유드리려고 해요.
나: 어떤 부분이 달라졌나요?
후배: 프로젝트 발표 순서는 우리 팀이 세 번째예요",좋은 변화가 있었네요. 사용자나 고객 반응도 함께 보면 좋겠어요. 시간이나 준비해야 할 내용도 같이 바뀐 건 없나요?,적절,P4,상대의 말에 자연스럽게 호응하고 관련된 질문으로 대화를 이어감,ok
230,직장 관계(상사·동료),업무 대화,2,"나: 계속 마음에 남는 일이 있으신 것 같아요.
팀장: 역할을 바꾸려면 저에게 먼저 이야기해주셨어야죠",기본적인 내용까지 매번 설명드려야 하나요? 이제는 핑계도 지겹습니다.,부적절,N4,상대를 직접 비난·조롱하거나 인격을 공격하는 표현을 사용함,pragmatic_issue
231,친구,질문·요청,4,"나: 오늘은 평소보다 말이 없네. 무슨 일 있었어?
친구: 사실 요즘 마음에 걸리는 게 있어.
나: 어떤 부분이 가장 마음에 걸려?
친구: 잘 쉬고 있는데도 피곤한데 혹시 내가 무리하고 있는 것처럼 보여?",그 정도는 네가 알아서 넘겨야지. 계속 생각한다고 달라지는 것도 없잖아.,부적절,N2,상대의 감정이나 어려움을 축소·무시하거나 유난으로 취급함,pragmatic_issue
232,연인,질문·요청,2,"나: 내가 도울 수 있는 일이면 말해봐.
연인: 내일 아침 일곱 시에 한 번 깨워줄 수 있어?","응, 내가 맡아서 확인해볼게. 필요한 시간에 맞춰둘게.",적절,P2,상대의 질문이나 요청에 직접 답하고 필요한 행동을 분명히 약속함,ok
234,형제·자매,질문·요청,2,"나: 선택지 때문에 망설이는 게 있어?
언니: React에서 useEffect가 계속 반복 실행되는데 어디부터 확인해야 할까?","복잡하게 보기보다 의존성 배열에 매 렌더링마다 새로 만들어지는 함수나 객체가 들어가는지 먼저 확인하고, 필요하면 useCallback이나 useMemo로 참조를 고정해봐. 해결되지 않으면 조건을 하나씩 빼면서 원인을 좁혀봐.",적절,P3,상황에 맞는 구체적인 정보나 실행 가능한 조언을 제공함,ok
235,선후배,고민·감정 상담,3,"후배: 잠깐 확인해주셨으면 하는 내용이 있습니다.
나: 네, 필요한 내용부터 말씀해주세요.
후배: 오늘은 혼자 있고 싶지 않은데 잠깐 통화해주실 수 있나요?",지금은 좀 바빠. 나중에 보자. 일단 다른 방법부터 찾아봐.,부적절,N3,상대의 질문이나 요청에 답하지 않고 회피하거나 떠넘김,pragmatic_issue
236,부모님,정보 공유,1,아빠: 숙소 체크인은 세 시부터 가능하대. 이동 시간 다시 계산해줄래?,"응, 내가 맡아서 확인해볼게. 관련된 내용까지 같이 확인해볼게.",적절,P2,상대의 질문이나 요청에 직접 답하고 필요한 행동을 분명히 약속함,ok
237,선후배,업무 대화,1,후배: 이번 주 보고서는 예상보다 빨리 마무리됐습니다,"오, 결과가 나왔군요. 해결 과정에서 배운 점이 있었을 것 같아요. 진행하면서 예상과 달랐던 부분은 없었어?",적절,P4,상대의 말에 자연스럽게 호응하고 관련된 질문으로 대화를 이어감,ok
238,형제·자매,질문·요청,4,"나: 서로 불편했던 부분은 한번 정리했으면 해.
언니: 서로 오해한 부분이 있는 것 같아.
나: 같은 일이 없으려면 뭘 바꾸면 될까?
언니: 내 얘기를 다른 사람에게 전하기 전에는 나한테 물어봐 줄 수 있어?",다시 이런 일이 생기면 바로 문제를 크게 만들 거야. 이번엔 절대 조용히 넘어가지 않을 거야.,부적절,N5,위협·보복·관계 단절 등을 언급해 갈등을 불필요하게 확대함,pragmatic_issue
239,직장 관계(상사·동료),갈등 상황,2,"나: 감정이 더 상하기 전에 차분히 이야기해보죠.
팀장: 역할 분담은 다음 회의에서 다시 정하는 것으로 하겠습니다",좋아. 같은 일이 없도록 이 기준을 지키자. 관련된 사람에게도 같은 내용으로 전달하겠습니다.,적절,P5,과도한 감정 표현 없이도 현재 대화의 목적과 맥락에 맞게 반응함,ok
240,연인,질문·요청,2,"나: 뭔가 신경 쓰이는 일이 있는 것 같아.
연인: 요즘 내가 사소한 일에도 너무 예민한 것 같아. 너도 그렇게 보여?",계속 신경 쓰였을 텐데 잘 말해줬어. 지금 느끼는 감정을 그대로 인정해도 괜찮아.,적절,P1,상대가 드러낸 감정과 상황을 인정하고 위로하거나 격려함,ok
241,직장 관계(상사·동료),업무 대화,2,"나: 선택지 때문에 망설이는 부분이 있나요?
동료: 인수인계 문서는 어느 수준까지 자세히 작성해야 할까요?","우선 업무 목적, 반복 절차, 예외 상황, 담당자 연락처 순으로 정리하면 처음 보는 사람도 따라가기 쉬워. 현재 할 수 있는 범위와 나중에 할 일을 따로 나눠봐.",적절,P3,상황에 맞는 구체적인 정보나 실행 가능한 조언을 제공함,ok
242,선후배,질문·요청,4,"나: 서로 다르게 이해한 부분이 있는 것 같습니다.
선배: 제 입장도 한번 설명드리고 싶습니다.
나: 네, 먼저 입장을 말씀해주세요.
선배: 늦어질 때 한마디라도 남겨주실 수 있나요?",제대로 확인하셨다면 이런 문제는 없었을 겁니다. 조금이라도 미안한 줄은 아시나요?,부적절,N4,상대를 직접 비난·조롱하거나 인격을 공격하는 표현을 사용함,pragmatic_issue
243,부모님,질문·요청,1,엄마: 다음부터 일정을 바꾸기 전에 먼저 말해줄래?,"좋아, 그럼 앞으로 서로 없는 사람처럼 지내자. 이제부터는 나도 배려할 생각 없어.",부적절,N5,위협·보복·관계 단절 등을 언급해 갈등을 불필요하게 확대함,pragmatic_issue
244,연인,질문·요청,2,"나: 지난번에 물어본 건 답 왔어?
연인: 예약 인원은 네 명으로 넣으면 되는 거지?",맞아. 예약 인원은 네 명이야. 그 내용은 내가 메모해둘게.,적절,P5,과도한 감정 표현 없이도 현재 대화의 목적과 맥락에 맞게 반응함,ok
245,직장 관계(상사·동료),갈등 상황,3,"팀장: 저도 아까 일은 짚고 넘어가고 싶습니다.
나: 어떤 부분이 가장 불편하셨나요?
팀장: 제가 맡은 일을 설명도 없이 다른 사람에게 넘긴 건 당황스러워요",조금만 생각하셨어도 이런 일은 생기지 않았어요. 그런 태도로 누가 이해해주겠어요?,부적절,N4,상대를 직접 비난·조롱하거나 인격을 공격하는 표현을 사용함,pragmatic_issue
