no,pair_id,source_type,label,persona,scenario,turn_count,history,response,orig_no_history,orig_no_response,orig_reason
214,p213,matched,적절,친구,정보 공유,4,"나: 확인해야 할 내용은 다 정리됐어?
친구: 확인된 내용이 있어서 말해두려고.
나: 그럼 다음에는 뭘 하면 돼?
친구: 병원 예약은 다음 주 화요일 오전 열 시로 잡혔어",알겠어. 일정이 그렇게 정해졌구나. 시간 외에 달라진 점도 있는지 확인해보자. 시간이나 준비해야 할 내용도 같이 바뀐 건 없어?,426,426,P4
215,p214,matched,적절,직장 관계(상사·동료),업무 대화,3,"동료: 테스트 결과가 나와서 말씀드리려고 합니다.
나: 결과가 어떻게 나왔나요?
동료: 고객사에서 수정된 기능을 확인했다고 연락 왔습니다",확인된 내용이 있군요. 정리된 내용을 다음 회의에도 공유하면 좋겠네요. 사용자들이 특히 좋다고 한 부분이 어디였어?,430,430,P4
216,p215,matched,적절,부모님,고민·감정 상담,2,"나: 요즘 잠도 잘 못 자는 것 같던데 괜찮아?
아빠: 요즘 친구들을 만나도 혼자인 느낌이 들어",네가 유난스러운 게 아니라 충분히 힘들 만한 일이야. 지금까지 버틴 것만으로도 충분히 잘했어.,432,432,P1
217,p216,matched,적절,형제·자매,갈등 상황,1,동생: 역할 분담은 다음 회의에서 다시 정하는 것으로 하겠습니다,그럼 다음부터는 지금 합의한 방식으로 진행하자. 일정이 가까워지면 한 번 더 확인하자.,433,433,P5
218,p217,matched,적절,친구,갈등 상황,1,친구: 네가 약속을 또 당일에 바꿔서 솔직히 많이 서운했어,요즘 정말 마음이 무거웠겠다. 지금 느끼는 감정을 그대로 인정해도 괜찮아.,435,435,P1
219,p218,matched,적절,선후배,업무 대화,2,"나: 아까 연락 주신 이유가 부탁할 내용 때문인가요?
선배: 오늘 안에 수정된 화면을 QA 환경에 올려주실 수 있나요?",알겠습니다. 변경된 내용으로 반영한 뒤 다시 확인하겠습니다. 오늘 일정 안에서 처리해두겠습니다.,436,436,P2
220,p219,matched,적절,형제·자매,고민·감정 상담,4,"나: 혼자 고민하는 게 있는 것 같아서 물어봤어.
동생: 오늘은 그냥 누군가한테 말하고 싶었어.
나: 그 일 때문에 많이 힘들었어?
동생: 오랫동안 준비한 일이 끝났는데 오히려 허무한 기분이 들어","응, 조금 더 들어보고 싶어. 네가 어떤 순간에 가장 힘든지 알고 싶어. 그중에서 네가 가장 기억에 남는 건 뭐야?",437,437,P4
221,p220,matched,적절,부모님,일상 대화,2,"나: 그 뒤에 어떻게 됐는지 궁금했어.
아빠: 추천받은 영화를 봤는데 마지막 장면이 계속 기억에 남아","오, 그랬구나. 다음에도 해보고 싶은 경험이었는지 궁금해. 마지막 장면에서 어떤 부분이 가장 기억에 남았어?",440,440,P4
222,p221,matched,적절,부모님,질문·요청,1,엄마: React에서 useEffect가 계속 반복 실행되는데 어디부터 확인해야 할까?,"내 생각에는 의존성 배열에 매 렌더링마다 새로 만들어지는 함수나 객체가 들어가는지 먼저 확인하고, 필요하면 useCallback이나 useMemo로 참조를 고정해봐. 현재 상태를 남겨두면 변경 전후를 비교하기 쉬워.",441,441,P3
223,p222,matched,적절,친구,질문·요청,4,"나: 혼자 하다가 막힌 게 있어?
친구: 부탁할 게 하나 있어.
나: 어느 부분을 확인하면 돼?
친구: 내일 면접 전에 자기소개 한번 들어봐 줄래?","응, 보내줘. 표현이 어색한 부분까지 같이 확인해줄게. 끝나면 바로 알려줄게.",447,447,P2
224,p223,matched,적절,형제·자매,일상 대화,1,형: 예전에는 퇴근하면 바로 기타를 쳤는데 요즘은 손이 잘 안 가.,좋아하던 취미도 귀찮을 만큼 지쳤나 보다. 한동안 쉬었다가 마음 내킬 때 다시 해.,448,448,P1
225,p224,matched,적절,친구,갈등 상황,2,"나: 아까 일 때문에 표정이 안 좋던데 무슨 일 있어?
친구: 다 같이 정한다더니 내 의견은 묻지도 않아서 기분이 상했어.",네 의견이 빠진 채 결정돼서 속상했겠다. 다음에는 먼저 말할 기회를 달라고 이야기해보자.,450,450,P1
226,p225,matched,적절,친구,고민·감정 상담,3,"친구: 요즘 좋아하던 일도 시작하기 전부터 지쳐.
나: 일이 너무 많이 쌓였어?
친구: 해야 할 생각만 해도 숨이 막혀서 손을 못 대겠어.",시작하기도 전에 막막할 만큼 지쳤구나. 오늘은 꼭 필요한 일 하나만 하고 나머지는 미뤄도 괜찮아.,454,454,P1
227,p226,matched,적절,부모님,고민·감정 상담,3,"엄마: 나도 왜 이러는지 모르겠는데 요즘 좀 지쳐.
나: 응, 내가 듣고 있을게.
엄마: 일을 쉬고 있는데 앞으로 뭘 해야 할지 막막해",그 상황이면 누구라도 힘들었을 거야. 당장 괜찮아지려고 애쓰지 않아도 돼.,455,455,P1
228,p227,matched,적절,연인,갈등 상황,2,"나: 서로 불편했던 부분은 한번 정리했으면 해.
연인: 연락 없이 늦어져서 걱정도 됐고 서운하기도 했어",기대했던 만큼 더 속상했겠다. 지금까지 버틴 것만으로도 충분히 잘했어.,456,456,P1
229,p228,matched,적절,부모님,일상 대화,2,"나: 아까 얘기하려던 거 뭐였어?
엄마: 어제 혼자 전시회에 갔는데 천천히 볼 수 있어서 오히려 좋았어",그 얘기 들으니 궁금해진다. 그 뒤에 이어진 일도 있었는지 궁금하다. 작품 중에서 제일 오래 보고 온 건 뭐였어?,457,457,P4
230,p229,matched,적절,형제·자매,질문·요청,1,형: 회의 시간이 네 시로 바뀐 거 확인했어?,"응, 네 시로 변경된 것 확인했어. 추가로 확인되는 게 있으면 이어서 알려줘.",459,459,P5
231,p230,matched,적절,형제·자매,갈등 상황,2,"나: 서로 다르게 이해한 부분이 있는 것 같아.
형: 문제가 있으면 공개적으로 말하기 전에 나한테 먼저 알려주세요",알겠어. 다음부터는 먼저 이야기하고 네 의견을 확인할게. 처리한 뒤 한 번 더 확인할게.,460,460,P2
232,p231,matched,적절,형제·자매,일상 대화,4,"나: 요즘 퇴근하고도 기타를 안 치네.
동생: 응, 예전에는 재미있었는데 요즘은 손이 안 가.
나: 일 때문에 많이 지친 거야?
동생: 그런가 봐. 집에 오면 아무것도 하기 싫어.",좋아하던 것도 하기 싫을 만큼 지쳤구나. 이번 주는 쉬고 주말에 같이 바람 쐬러 가자.,461,461,P1
233,p232,matched,적절,친구,고민·감정 상담,1,친구: 요즘 작은 실수에도 스스로를 너무 몰아붙이는 것 같아,그 얘기를 꺼내기까지 생각이 많았겠다. 지금은 해결보다 이야기를 듣는 게 먼저인 것 같아. 요즘 특히 더 힘들게 느껴지는 순간이 언제야?,465,465,P4
234,p233,matched,적절,직장 관계(상사·동료),업무 대화,3,"동료: 혼자 해보다가 잘 안 되는 부분이 있어요.
나: 어느 부분을 확인하면 될까요?
동료: 오늘 안에 수정된 화면을 QA 환경에 올려주실 수 있나요?",알겠습니다. 변경된 내용으로 반영한 뒤 다시 확인하겠습니다. 관련된 내용까지 같이 확인해보겠습니다.,466,466,P2
235,p234,matched,적절,친구,일상 대화,4,"나: 요즘 주말에도 계속 바쁘던데 괜찮아?
친구: 약속이 계속 겹쳐서 제대로 쉬지를 못했어.
나: 미룰 수 있는 일정은 없어?
친구: 다 오래전에 잡아둔 거라 취소하기도 애매해.",계속 사람을 만나느라 혼자 쉴 시간이 없었구나. 다음 주말은 비워두고 푹 쉬어.,468,468,P1
236,p235,matched,적절,직장 관계(상사·동료),고민·감정 상담,2,"나: 요즘 많이 지쳐 보이는데 괜찮으세요?
팀장: 이번 평가 결과가 기대보다 안 좋아서 자신감이 떨어졌어요",그런 기분이 들면 혼자 견디기 힘들지. 그 상황이 왜 마음에 남는지 이해돼. 요즘 특히 더 힘들게 느껴지는 순간이 언제야?,470,470,P4
237,p236,matched,적절,부모님,갈등 상황,2,"나: 계속 마음에 남는 일이 있는 것 같아.
엄마: 연락 없이 늦어져서 걱정도 됐고 서운하기도 했어",계속 신경 쓰였을 텐데 잘 말해줬어. 조금 가라앉으면 다음 일을 같이 생각해보자.,473,473,P1
238,p237,matched,적절,형제·자매,질문·요청,4,"나: 확인해줬으면 하는 게 있어?
언니: 내가 놓친 게 있는지 봐줬으면 해.
나: 뭔데? 말해봐.
언니: 오는 길에 약국에 들러서 소화제 하나만 사다 줄래?","응, 오는 길에 들러서 사갈게. 완료되면 결과를 같이 확인하자.",474,474,P2
239,p238,matched,적절,친구,정보 공유,2,"나: 일정은 어떻게 정해졌어?
친구: 배포 일정은 목요일 밤 열 시로 확정됐습니다",확인했어. 필요한 준비는 그 일정에 맞출게. 필요하면 그때 다시 조정하자.,475,475,P5
240,p239,matched,적절,형제·자매,일상 대화,4,"나: 요즘 계속 피곤해 보이는데 일이 많아?
형: 일도 많은데 주말 약속까지 계속 겹쳤어.
나: 한 주라도 약속을 미루면 안 돼?
형: 이번 달까지만 지나면 좀 나아질 것 같아.",이번 달 내내 쉴 틈이 없었구나. 남은 약속 끝나면 하루는 아무것도 하지 말고 쉬자.,476,476,P1
241,p240,matched,적절,연인,일상 대화,2,"나: 이번 달에 약속이 너무 많은 것 같던데 괜찮아?
연인: 응, 주말마다 일정이 있어서 제대로 쉰 적이 없어.",쉴 틈이 없어서 많이 지쳤겠다. 다음 주말은 아무 일정 잡지 말고 같이 쉬자.,478,478,P1
242,p241,matched,적절,직장 관계(상사·동료),업무 대화,2,"나: 아까 고민되는 부분이 있다고 하셨죠?
팀장: 배포 전에 꼭 확인해야 할 항목을 어떤 순서로 보면 좋을까요?","이 경우에는 지금 확인할 수 있는 사실과 원하는 결과를 먼저 나눈 뒤, 바로 실행할 수 있는 한 가지부터 시작해봐. 작은 범위에서 먼저 재현해본 뒤 적용 범위를 넓혀봐.",482,482,P3
243,p242,matched,적절,친구,갈등 상황,1,친구: 연락 없이 늦어져서 걱정도 됐고 서운하기도 했어,생각이 많아질 수밖에 없는 상황이었네. 한 번의 결과로 네 노력이 사라지는 건 아니야.,485,485,P1
244,p243,matched,적절,부모님,정보 공유,3,"엄마: 일정이 정해져서 미리 알려주려고 했어.
나: 응, 확인된 내용 말해줘.
엄마: 공사 때문에 주차장은 토요일 오전에 이용할 수 없대",좋아. 현재 확정된 내용으로 정리해둘게. 관련된 사람에게도 같은 내용으로 전달할게.,487,487,P5
245,p244,matched,적절,연인,갈등 상황,4,"나: 아까부터 기분이 안 좋아 보이는데 무슨 일 있어?
연인: 계속 마음에 걸리는 일이 있어.
나: 나 때문에 그런 거야?
연인: 내 이야기를 친구들 앞에서 농담처럼 말한 게 싫었어.","내가 가볍게 생각했어. 사람들 앞에서 불편하게 해서 미안하고, 다음부터는 먼저 물어볼게.",488,488,P1
246,p245,matched,적절,친구,일상 대화,3,"친구: 그러고 보니 얘기해줄 게 있어.
나: 그래서 어떻게 됐어?
친구: 어제 혼자 전시회에 갔는데 천천히 볼 수 있어서 오히려 좋았어","응, 그 뒤 이야기도 궁금하다. 처음 시작할 때와 느낌이 달라졌을 것 같아. 작품 중에서 제일 오래 보고 온 건 뭐였어?",489,489,P4
247,p246,matched,적절,선후배,질문·요청,2,"나: 아까 문의하시려던 내용은 해결하셨나요?
선배: 중고 거래 전에 판매자에게 어떤 정보를 확인해야 해?","가장 먼저 판매자 거래 이력과 실물 사진을 먼저 확인하고, 가능하면 안전결제나 사람이 많은 곳에서의 대면 거래를 선택해요. 후기나 기록을 볼 때는 네 상황과 비슷한 사례를 중심으로 봐.",492,492,P3
248,p247,matched,적절,친구,질문·요청,4,"나: 필요한 거 있으면 말해.
친구: 잠깐 확인해줬으면 하는 게 있어.
나: 응, 구체적으로 얘기해봐.
친구: 여행 숙소 두 군데 중에 어디가 나은지 같이 봐줄래?","응, 보내줘. 표현이 어색한 부분까지 같이 확인해줄게. 혹시 문제가 생기면 먼저 말할게.",494,494,P2
249,p248,matched,적절,부모님,갈등 상황,3,"아빠: 내 입장도 한번 설명하고 싶어.
나: 같은 일이 없으려면 뭘 바꾸면 될까?
아빠: 내 이야기를 다른 사람에게 전하기 전에는 꼭 물어봐 줘",알겠어. 다음부터는 먼저 이야기하고 네 의견을 확인할게. 필요하면 직접 만나서 이야기하자.,496,496,P2
250,p249,matched,적절,직장 관계(상사·동료),업무 대화,2,"나: 선택지 때문에 망설이는 부분이 있나요?
팀장: 보고서 수치가 다를 때 원인을 효율적으로 찾는 방법이 있을까요?","복잡하게 보기보다 원본 데이터의 기준일과 필터 조건부터 맞춘 뒤, 계산식과 수기 입력된 셀을 차례로 비교하는 게 빨라. 정상 동작하는 경우와 비교하면 차이를 빨리 찾을 수 있어요.",497,497,P3
251,p135,work_to_casual,부적절,연인,일상 대화,3,"연인: 오늘 점심에 뭐 먹었어?
나: 회사 앞에서 김치찌개. 너는?
연인: 나는 그냥 샌드위치로 때웠어",알겠습니다. 변경된 일정에 맞춰 준비하겠습니다. 관련된 사람에게도 같은 내용으로 전달하겠습니다.,-1,281,X2
252,p241,work_to_casual,부적절,친구,일상 대화,3,"친구: 나 어제 미용실 갔다가 머리 엄청 짧게 잘랐어 ㅋㅋ
나: 진짜? 사진 보내봐
친구: 잠깐만, 지금은 부끄러우니까 나중에 ㅋㅋ","이 경우에는 지금 확인할 수 있는 사실과 원하는 결과를 먼저 나눈 뒤, 바로 실행할 수 있는 한 가지부터 시작해봐. 작은 범위에서 먼저 재현해본 뒤 적용 범위를 넓혀봐.",-1,482,X2
253,p93,work_to_casual,부적절,형제·자매,일상 대화,1,언니: 아까 마트 갔다가 네가 좋아하는 과자 있길래 사 왔어,진행 상황이 정리됐네요. 어떤 과정으로 해결됐는지도 궁금합니다. 준비하거나 수정한 것 중에서 가장 도움이 된 부분은 뭐였어?,-1,188,X2
254,p59,work_to_casual,부적절,연인,일상 대화,1,연인: 방금 산책 나왔는데 바람이 선선해서 걷기 딱 좋아,"네, 확인된 계정을 정리해서 오늘 안에 공유드리겠습니다. 끝나면 바로 알려드릴게요.",-1,123,X2
255,p249,work_to_casual,부적절,친구,일상 대화,1,친구: 어제 축구 봤어? 마지막 골 진짜 장난 아니더라,"복잡하게 보기보다 원본 데이터의 기준일과 필터 조건부터 맞춘 뒤, 계산식과 수기 입력된 셀을 차례로 비교하는 게 빨라. 정상 동작하는 경우와 비교하면 차이를 빨리 찾을 수 있어요.",-1,497,X2
